consumption_id,building_id,year,month,heating_kwh,electricity_kwh,total_cost_eur,heating_cost_eur,outdoor_temp_avg_c,heating_degree_days
CONS-028909,BLD-02410,2024,1,29555.6,1536.2,3874.94,3400.99,-0.6,576.3
CONS-028921,BLD-02411,2024,1,47545.3,2912.0,6474.57,5515.73,-0.6,553.7
CONS-028933,BLD-02412,2024,1,19212.9,2278.2,2966.64,2272.29,-1.6,562.2
CONS-028945,BLD-02413,2024,1,33384.2,1867.8,4518.42,3926.93,-2.2,538.2
CONS-028957,BLD-02414,2024,1,219334.5,9339.5,28522.03,25646.54,-2.0,543.2
CONS-028969,BLD-02415,2024,1,47358.0,2190.8,6489.84,5768.39,-1.1,602.8
CONS-028981,BLD-02416,2024,1,39126.5,2346.1,5631.62,4895.05,-0.2,558.7
CONS-028993,BLD-02417,2024,1,97698.8,3577.1,12544.37,11350.61,-2.3,536.6
CONS-029005,BLD-02418,2024,1,130282.7,4200.6,17007.95,15634.67,-1.8,554.4
CONS-029017,BLD-02419,2024,1,221747.5,7287.8,28665.18,26337.45,-2.1,595.8
CONS-029029,BLD-02420,2024,1,55016.8,3350.2,7540.24,6457.37,-0.9,538.0
CONS-029041,BLD-02421,2024,1,192875.6,8959.4,25237.45,22470.71,-1.5,571.0
CONS-029053,BLD-02422,2024,1,90326.2,2120.3,11921.69,11274.07,-1.5,562.9
CONS-029065,BLD-02423,2024,1,5457.0,300.9,736.69,637.12,-1.7,544.1
CONS-029077,BLD-02424,2024,1,26523.4,2930.2,4001.17,3026.55,-1.1,539.4
CONS-029089,BLD-02425,2024,1,86602.0,3908.7,11805.87,10531.93,-2.9,593.3
CONS-029101,BLD-02426,2024,1,10499.5,535.2,1373.06,1208.26,-0.4,613.9
CONS-029113,BLD-02427,2024,1,112194.7,7444.6,15535.41,13059.32,-0.7,596.5
CONS-029125,BLD-02428,2024,1,35692.1,1173.0,4487.39,4100.38,-0.3,583.4
CONS-029137,BLD-02429,2024,1,32799.6,1242.2,4388.62,3995.48,-1.7,595.6
CONS-029149,BLD-02430,2024,1,32369.7,2135.1,4491.63,3793.29,-1.9,584.4
CONS-029161,BLD-02431,2024,1,133868.0,5518.6,18560.25,16838.67,-0.5,581.8
CONS-029173,BLD-02432,2024,1,192664.6,6098.5,24479.57,22615.23,-2.6,580.3
CONS-029185,BLD-02433,2024,1,112480.0,5902.0,15720.39,13899.46,-2.5,543.8
CONS-029197,BLD-02434,2024,1,136611.8,4666.3,18392.18,16924.09,-1.5,586.0
CONS-029209,BLD-02435,2024,1,64394.4,2488.8,8446.24,7640.47,-2.7,569.2
CONS-029221,BLD-02436,2024,1,58946.0,1579.0,7366.93,6856.17,-0.6,600.5
CONS-029233,BLD-02437,2024,1,45937.2,2027.6,6264.95,5611.2,-0.4,549.3
CONS-029245,BLD-02438,2024,1,82388.9,4704.8,11324.97,9785.2,-2.7,596.8
CONS-029257,BLD-02439,2024,1,50881.8,2831.9,7069.76,6185.26,-1.2,551.4
CONS-029269,BLD-02440,2024,1,74455.1,3919.6,9941.01,8730.0,-1.6,565.3
CONS-029281,BLD-02441,2024,1,42623.9,1622.4,5677.95,5151.55,-2.4,571.4
CONS-029293,BLD-02442,2024,1,111478.0,5974.4,15800.15,13850.02,-1.4,583.3
CONS-029305,BLD-02443,2024,1,172320.1,6347.1,22993.5,20928.26,-1.1,566.8
CONS-029317,BLD-02444,2024,1,73572.2,2765.3,10081.91,9216.09,-2.3,550.2
CONS-029329,BLD-02445,2024,1,90385.4,4992.1,12817.02,11180.19,-1.9,582.3
CONS-029341,BLD-02446,2024,1,80600.5,2525.5,10493.91,9654.96,-2.6,594.0
CONS-029353,BLD-02447,2024,1,56994.8,3736.5,8183.06,7006.11,-1.8,558.6
CONS-029365,BLD-02448,2024,1,52902.9,1853.3,7054.48,6485.69,-0.3,568.0
CONS-029377,BLD-02449,2024,1,16441.8,2294.0,2749.34,2028.78,-2.4,610.2
CONS-029389,BLD-02450,2024,1,64932.7,2111.0,8506.43,7815.77,-2.7,551.7
CONS-029401,BLD-02451,2024,1,62280.4,4119.5,8443.78,7120.78,-1.4,598.8
CONS-029413,BLD-02452,2024,1,6746.4,511.3,972.02,814.45,-0.1,577.8
CONS-029425,BLD-02453,2024,1,190833.2,7107.4,26138.5,23776.8,-0.4,590.9
CONS-029437,BLD-02454,2024,1,61608.4,5831.0,9354.02,7430.29,-2.1,584.6
CONS-029449,BLD-02455,2024,1,46059.3,5589.1,7187.1,5434.53,-2.1,540.9
CONS-029461,BLD-02456,2024,1,23865.2,764.9,3027.41,2788.98,-2.9,554.4
CONS-029473,BLD-02457,2024,1,43997.7,991.4,5685.43,5354.67,-2.5,558.9
CONS-029485,BLD-02458,2024,1,6858.3,381.6,939.06,822.92,-0.4,536.1
CONS-029497,BLD-02459,2024,1,226688.5,4390.7,29814.38,28379.43,-2.5,573.7
CONS-029509,BLD-02460,2024,1,57263.4,3730.8,7885.36,6702.33,-0.0,598.6
CONS-029521,BLD-02461,2024,1,32767.1,1395.0,4415.05,3949.31,-0.5,574.5
CONS-029533,BLD-02462,2024,1,24774.0,1309.8,3431.32,3025.92,-2.6,572.0
CONS-029545,BLD-02463,2024,1,94532.6,5141.8,12736.81,11143.44,-1.4,594.1
CONS-029557,BLD-02464,2024,1,100489.0,2847.8,12558.6,11606.34,-1.9,546.4
CONS-029569,BLD-02465,2024,1,39087.6,1490.9,5108.02,4621.66,-0.3,545.6
CONS-029581,BLD-02466,2024,1,130590.0,3714.6,17242.64,16029.7,-1.2,549.0
CONS-029593,BLD-02467,2024,1,86717.8,1997.8,10726.8,10058.1,-0.0,584.0
CONS-029605,BLD-02468,2024,1,134451.4,6013.5,17698.93,15839.04,-2.3,607.7
CONS-029617,BLD-02469,2024,1,23415.8,560.5,2985.82,2805.77,-2.1,540.9
CONS-029629,BLD-02470,2024,1,85871.1,5053.5,11786.82,10196.18,-1.7,553.7
CONS-029641,BLD-02471,2024,1,97926.3,4601.7,12948.77,11498.72,-0.1,589.4
CONS-029653,BLD-02472,2024,1,20743.7,968.9,2733.99,2435.32,-1.4,540.2
CONS-029665,BLD-02473,2024,1,250406.4,7501.0,31325.62,28849.79,-1.0,574.3
CONS-029677,BLD-02474,2024,1,43218.4,1473.2,5497.65,5006.25,-1.9,539.8
CONS-029689,BLD-02475,2024,1,64446.0,2005.2,8387.56,7759.52,-0.2,536.5
CONS-029701,BLD-02476,2024,1,159452.2,2873.6,19178.36,18214.71,-2.0,587.8
CONS-029713,BLD-02477,2024,1,38842.7,1164.8,4836.1,4460.65,-2.9,535.9
CONS-029725,BLD-02478,2024,1,117627.2,3042.3,15410.04,14457.27,-2.3,583.6
CONS-029737,BLD-02479,2024,1,228022.1,6628.5,29014.89,26846.51,-0.2,557.8
CONS-029749,BLD-02480,2024,1,23272.5,837.3,3176.98,2922.0,-0.3,608.7
CONS-029761,BLD-02481,2024,1,113812.2,1919.7,14641.39,14047.64,-2.5,574.4
CONS-029773,BLD-02482,2024,1,28580.4,975.1,3784.29,3476.28,-0.7,544.1
CONS-029785,BLD-02483,2024,1,19554.8,1653.5,2901.48,2383.29,-1.0,570.6
CONS-029797,BLD-02484,2024,1,57454.7,2496.1,7882.36,7122.68,-2.5,593.1
CONS-029809,BLD-02485,2024,1,65136.6,1471.8,7972.02,7492.92,-2.9,584.7
CONS-029821,BLD-02486,2024,1,34401.0,3948.8,5451.46,4250.58,-0.2,568.9
CONS-029833,BLD-02487,2024,1,35820.5,1356.5,4851.62,4415.21,-1.5,606.4
CONS-029845,BLD-02488,2024,1,28833.8,962.7,3752.93,3433.58,-0.3,541.0
CONS-029857,BLD-02489,2024,1,27722.0,904.0,3671.62,3396.64,-0.2,570.4
CONS-029869,BLD-02490,2024,1,130639.8,4134.4,17719.85,16367.48,-1.7,537.1
CONS-029881,BLD-02491,2024,1,94588.5,2542.6,12248.54,11473.32,-0.8,542.4
CONS-029893,BLD-02492,2024,1,31058.2,1920.9,4176.65,3587.25,-2.4,601.6
CONS-029905,BLD-02493,2024,1,45159.4,1144.5,5795.6,5414.93,-2.3,576.7
CONS-029917,BLD-02494,2024,1,175892.6,7957.4,22995.96,20360.23,-0.6,597.8
CONS-029929,BLD-02495,2024,1,31781.9,3253.5,5024.73,3970.59,-3.0,546.3
CONS-029941,BLD-02496,2024,1,10663.2,634.7,1413.74,1217.0,-1.9,536.8
CONS-029953,BLD-02497,2024,1,19095.3,2470.7,3149.86,2389.93,-2.1,582.0
CONS-029965,BLD-02498,2024,1,254383.6,5057.9,33160.7,31534.39,-1.3,582.9
CONS-029977,BLD-02499,2024,1,1337.9,286.4,256.31,160.27,-2.4,559.2
CONS-029989,BLD-02500,2024,1,141155.2,2925.2,17253.02,16340.83,-1.3,582.7
CONS-030001,BLD-02501,2024,1,17034.4,580.3,2237.34,2043.94,-1.4,591.8
CONS-030013,BLD-02502,2024,1,19356.6,1429.1,2874.09,2411.04,-0.9,588.3
CONS-030025,BLD-02503,2024,1,113412.8,5195.3,15854.76,14187.87,-0.4,591.8
CONS-030037,BLD-02504,2024,1,23453.8,1324.1,3162.79,2742.95,-1.7,611.8
CONS-030049,BLD-02505,2024,1,70372.3,4500.7,9934.94,8464.68,-1.4,550.5
CONS-030061,BLD-02506,2024,1,21841.7,397.3,2731.02,2605.97,-0.4,608.1
CONS-030073,BLD-02507,2024,1,177886.3,3816.7,22940.66,21683.23,-1.0,579.0
CONS-030085,BLD-02508,2024,1,40898.2,2012.7,5329.61,4674.69,-1.5,540.4
CONS-030097,BLD-02509,2024,1,28417.2,1717.5,4020.31,3487.67,-2.2,563.3
CONS-030109,BLD-02510,2024,1,121487.4,2517.0,15667.63,14858.13,-0.1,555.8
CONS-030121,BLD-02511,2024,1,23679.5,1621.8,3410.19,2874.27,-2.1,552.4
CONS-030133,BLD-02512,2024,1,46172.3,2907.4,6466.77,5510.14,-0.4,579.0
CONS-030145,BLD-02513,2024,1,160422.9,6918.2,21731.44,19626.0,-1.1,551.5
CONS-030157,BLD-02514,2024,1,60558.1,3224.8,8547.84,7563.55,-2.6,545.3
CONS-030169,BLD-02515,2024,1,3970.2,471.9,604.69,456.77,-1.0,542.3
CONS-030181,BLD-02516,2024,1,34939.9,882.5,4461.61,4166.19,-0.7,612.8
CONS-030193,BLD-02517,2024,1,211793.5,5509.0,28134.37,26441.64,-0.1,547.4
CONS-030205,BLD-02518,2024,1,40758.4,1633.3,5176.37,4669.15,-1.7,552.3
CONS-030217,BLD-02519,2024,1,9352.9,479.2,1336.49,1176.87,-2.8,585.2
CONS-030229,BLD-02520,2024,1,71750.3,3735.4,9754.78,8544.18,-2.3,536.2
CONS-030241,BLD-02521,2024,1,25802.5,681.2,3214.34,2995.18,-1.8,566.4
CONS-030253,BLD-02522,2024,1,57315.6,2788.1,7565.1,6666.83,-2.5,610.4
CONS-030265,BLD-02523,2024,1,52926.3,2872.2,7422.97,6466.99,-2.2,559.1
CONS-030277,BLD-02524,2024,1,205751.3,8808.9,26520.87,23737.36,-2.7,568.2
CONS-030289,BLD-02525,2024,1,144716.7,4725.4,19600.33,18157.29,-2.9,590.5
CONS-030301,BLD-02526,2024,1,131002.4,6541.2,17580.97,15473.2,-0.3,572.9
CONS-030313,BLD-02527,2024,1,257281.1,11033.1,35623.64,32159.69,-1.2,598.2
CONS-030325,BLD-02528,2024,1,16868.4,781.2,2301.34,2052.48,-1.4,604.7
CONS-030337,BLD-02529,2024,1,40092.4,2165.8,5276.32,4599.81,-2.0,567.1
CONS-030349,BLD-02530,2024,1,13080.1,951.1,1828.69,1510.06,-1.2,540.3
CONS-030361,BLD-02531,2024,1,42289.6,2465.0,5838.41,5052.11,-1.2,590.3
CONS-030373,BLD-02532,2024,1,20213.1,765.8,2702.97,2455.09,-0.7,546.0
CONS-030385,BLD-02533,2024,1,32793.8,1287.1,4467.35,4039.16,-2.8,608.6
CONS-030397,BLD-02534,2024,1,12507.3,405.7,1623.92,1488.68,-2.4,567.3
CONS-030409,BLD-02535,2024,1,24598.7,694.3,3253.49,3027.27,-1.4,573.8
CONS-030421,BLD-02536,2024,1,22873.1,712.4,2947.05,2710.71,-1.6,602.7
CONS-030433,BLD-02537,2024,1,208609.6,3890.9,26297.2,25088.54,-1.0,536.8
CONS-030445,BLD-02538,2024,1,2380.6,314.7,372.18,275.64,-3.0,548.2
CONS-030457,BLD-02539,2024,1,84749.6,3108.9,11617.03,10645.97,-2.1,582.7
CONS-030469,BLD-02540,2024,1,40774.1,5116.9,6672.02,5036.17,-0.7,539.0
CONS-030481,BLD-02541,2024,1,101683.2,4417.3,12977.81,11622.27,-1.3,546.3
CONS-030493,BLD-02542,2024,1,20298.7,1384.5,2848.75,2387.53,-0.2,607.8
CONS-030505,BLD-02543,2024,1,25311.5,568.1,3165.56,2974.96,-2.3,591.1
CONS-030517,BLD-02544,2024,1,26562.2,917.9,3600.24,3299.54,-0.1,604.7
CONS-030529,BLD-02545,2024,1,77790.5,5002.2,11321.92,9781.75,-2.5,614.2
CONS-030541,BLD-02546,2024,1,40489.5,2462.9,5462.2,4650.34,-1.3,549.4
CONS-030553,BLD-02547,2024,1,68064.9,2502.1,8813.87,7989.18,-0.3,585.1
CONS-030565,BLD-02548,2024,1,37676.3,2102.0,5243.02,4575.93,-2.9,586.5
CONS-030577,BLD-02549,2024,1,16010.9,434.9,2071.36,1928.5,-2.0,588.2
CONS-030589,BLD-02550,2024,1,75178.2,5000.8,10352.1,8693.28,-0.8,589.3
CONS-030601,BLD-02551,2024,1,136227.8,5016.0,18187.17,16585.51,-1.1,594.9
CONS-030613,BLD-02552,2024,1,56534.9,4273.4,8081.32,6702.87,-1.6,614.2
CONS-030625,BLD-02553,2024,1,134637.1,5619.4,17494.51,15767.21,-2.6,602.4
CONS-030637,BLD-02554,2024,1,134337.3,4458.0,16911.63,15455.16,-0.2,576.6
CONS-030649,BLD-02555,2024,1,94251.1,3536.3,13002.18,11849.86,-0.9,612.3
CONS-030661,BLD-02556,2024,1,5835.6,207.3,750.46,687.07,-1.9,567.6
CONS-030673,BLD-02557,2024,1,26708.4,2576.8,4095.27,3241.12,-0.3,563.7
CONS-030685,BLD-02558,2024,1,54193.2,5942.2,8190.6,6209.64,-1.5,579.3
CONS-030697,BLD-02559,2024,1,48360.8,2757.2,6539.11,5700.72,-2.3,583.4
CONS-030709,BLD-02560,2024,1,3746.4,190.4,493.52,432.78,-2.5,568.9
CONS-030721,BLD-02561,2024,1,105138.4,3844.3,13936.47,12652.0,-1.8,597.6
CONS-030733,BLD-02562,2024,1,54532.9,4527.9,7914.5,6422.08,-1.0,535.3
CONS-030745,BLD-02563,2024,1,100699.7,1964.0,12884.32,12264.8,-1.1,601.4
CONS-030757,BLD-02564,2024,1,8993.5,415.4,1215.41,1077.66,-2.0,543.3
CONS-030769,BLD-02565,2024,1,64134.9,2172.8,8362.15,7669.19,-0.0,572.2
CONS-030781,BLD-02566,2024,1,58778.2,2139.7,7484.69,6827.42,-1.2,539.0
CONS-030793,BLD-02567,2024,1,51939.4,2063.0,7095.14,6446.46,-2.6,542.9
CONS-030805,BLD-02568,2024,1,19174.9,702.5,2417.3,2189.53,-0.7,539.3
CONS-030817,BLD-02569,2024,1,49025.4,1879.4,6601.64,6028.61,-0.6,572.7
CONS-030829,BLD-02570,2024,1,95437.0,3538.3,12501.12,11390.71,-2.5,587.6
CONS-030841,BLD-02571,2024,1,180791.5,3620.0,21989.51,20864.27,-2.8,574.8
CONS-030853,BLD-02572,2024,1,2185.9,140.7,319.01,272.11,-2.6,548.5
CONS-030865,BLD-02573,2024,1,94373.1,2039.0,11964.98,11302.05,-2.8,580.8
CONS-030877,BLD-02574,2024,1,28636.5,4019.8,4714.82,3367.9,-1.9,587.7
CONS-030889,BLD-02575,2024,1,25317.8,1112.7,3467.37,3125.66,-2.6,535.0
CONS-030901,BLD-02576,2024,1,135438.1,4023.0,16870.19,15569.29,-1.0,613.5
CONS-030913,BLD-02577,2024,1,74048.3,3480.2,10093.18,8948.85,-0.8,553.8
CONS-030925,BLD-02578,2024,1,234747.2,3886.6,28466.63,27270.76,-1.6,544.4
CONS-030937,BLD-02579,2024,1,48029.9,2025.4,6629.01,5982.02,-0.9,587.0
CONS-030949,BLD-02580,2024,1,51825.2,2332.5,6865.23,6091.09,-0.5,604.8
CONS-030961,BLD-02581,2024,1,24803.4,773.4,3181.43,2935.4,-0.8,545.2
CONS-030973,BLD-02582,2024,1,31332.0,1515.8,4291.27,3787.85,-0.5,545.1
CONS-030985,BLD-02583,2024,1,15622.0,914.2,2110.5,1827.79,-0.6,564.8
CONS-030997,BLD-02584,2024,1,20522.4,3321.1,3620.71,2561.3,-1.8,575.5
CONS-031009,BLD-02585,2024,1,47681.9,1841.2,6562.06,5959.7,-2.4,591.7
CONS-031021,BLD-02586,2024,1,42331.6,1369.0,5603.61,5172.58,-2.6,548.9
CONS-031033,BLD-02587,2024,1,100056.4,3546.9,13730.89,12571.75,-0.3,558.9
CONS-031045,BLD-02588,2024,1,112034.5,5533.4,15560.51,13726.22,-1.0,562.1
CONS-031057,BLD-02589,2024,1,216942.4,7247.7,29412.82,27169.81,-0.8,563.5
CONS-031069,BLD-02590,2024,1,51391.9,1369.0,6641.96,6224.52,-1.7,598.2
CONS-031081,BLD-02591,2024,1,74337.5,3630.7,9978.02,8809.87,-1.2,581.1
CONS-031093,BLD-02592,2024,1,68392.8,3129.9,9256.98,8230.7,-2.6,562.7
CONS-031105,BLD-02593,2024,1,65306.0,2542.3,8946.3,8173.23,-1.4,585.7
CONS-031117,BLD-02594,2024,1,36517.5,2860.5,5452.74,4555.14,-0.8,535.9
CONS-031129,BLD-02595,2024,1,7449.8,280.6,985.85,899.44,-0.1,580.8
CONS-031141,BLD-02596,2024,1,84551.3,2817.4,11465.56,10603.49,-0.6,571.2
CONS-031153,BLD-02597,2024,1,87553.2,2854.7,10952.03,10031.9,-2.4,576.7
CONS-031165,BLD-02598,2024,1,51717.4,1737.5,6721.49,6147.66,-0.3,569.0
CONS-031177,BLD-02599,2024,1,104415.4,4916.0,14405.75,12902.04,-0.8,573.2
CONS-031189,BLD-02600,2024,1,142138.5,5712.9,18765.08,16911.41,-0.6,590.7
CONS-031201,BLD-02601,2024,1,8144.3,434.3,1079.02,942.96,-0.9,561.2
CONS-031213,BLD-02602,2024,1,28027.4,1400.0,3748.99,3283.76,-0.2,609.8
CONS-031225,BLD-02603,2024,1,205016.3,9071.5,28023.32,25069.8,-0.7,541.6
CONS-031237,BLD-02604,2024,1,71700.2,4584.5,10380.73,8848.67,-1.9,590.9
CONS-031249,BLD-02605,2024,1,162819.4,5651.8,22179.58,20434.68,-0.7,579.4
CONS-031261,BLD-02606,2024,1,75933.3,1706.2,9987.85,9463.32,-2.5,551.4
CONS-031273,BLD-02607,2024,1,112889.6,2669.7,14478.32,13643.13,-1.6,577.1
CONS-031285,BLD-02608,2024,1,43413.1,1346.2,5426.77,4978.52,-2.9,611.6
CONS-031297,BLD-02609,2024,1,73156.8,3617.0,10022.04,8857.34,-2.3,612.5
CONS-031309,BLD-02610,2024,1,20857.8,1076.6,2965.24,2621.49,-3.0,565.5
CONS-031321,BLD-02611,2024,1,87838.0,2482.7,11765.35,10944.25,-1.7,602.6
CONS-031333,BLD-02612,2024,1,87458.4,3177.9,11269.57,10245.32,-2.9,587.5
CONS-031345,BLD-02613,2024,1,79433.3,1996.7,9771.87,9110.67,-2.4,568.4
CONS-031357,BLD-02614,2024,1,16385.4,2048.6,2661.53,1996.24,-2.9,581.2
CONS-031369,BLD-02615,2024,1,28523.7,1246.0,3884.06,3465.52,-0.5,602.8
CONS-031381,BLD-02616,2024,1,36682.0,1614.4,4870.37,4344.59,-0.4,550.0
CONS-031393,BLD-02617,2024,1,45103.4,2634.7,6212.14,5328.79,-2.6,613.4
CONS-031405,BLD-02618,2024,1,116484.0,5302.5,15855.48,14202.26,-2.4,592.0
CONS-031417,BLD-02619,2024,1,11917.0,596.6,1572.15,1372.01,-2.8,545.3
CONS-031429,BLD-02620,2024,1,42020.7,2451.5,5705.99,4908.29,-0.5,608.3
CONS-031441,BLD-02621,2024,1,11863.7,644.7,1597.75,1390.01,-2.7,541.3
CONS-031453,BLD-02622,2024,1,73120.3,2908.7,9354.19,8380.19,-2.4,595.9
CONS-031465,BLD-02623,2024,1,5083.7,198.3,648.89,584.83,-0.1,605.0
CONS-031477,BLD-02624,2024,1,7401.6,842.1,1154.36,872.09,-0.2,550.0
CONS-031489,BLD-02625,2024,1,15701.9,1535.3,2404.41,1905.6,-2.5,607.2
CONS-031501,BLD-02626,2024,1,29883.7,1437.9,3969.8,3525.49,-1.8,594.1
CONS-031513,BLD-02627,2024,1,174725.8,6639.2,23245.47,21110.58,-1.4,549.6
CONS-031525,BLD-02628,2024,1,86054.6,2667.2,11654.01,10800.79,-0.6,552.6
CONS-031537,BLD-02629,2024,1,203490.0,3093.3,24620.47,23655.4,-1.4,591.8
CONS-031549,BLD-02630,2024,1,13995.8,676.9,1867.06,1656.02,-2.8,605.0
CONS-031561,BLD-02631,2024,1,15039.3,1156.8,2195.55,1841.04,-2.2,581.5
CONS-031573,BLD-02632,2024,1,75522.9,1939.5,9533.03,8934.85,-2.8,537.4
CONS-031585,BLD-02633,2024,1,143538.9,8406.3,20606.48,17802.57,-2.4,540.2
CONS-031597,BLD-02634,2024,1,90770.7,1815.3,11134.74,10576.67,-1.2,589.3
CONS-031609,BLD-02635,2024,1,47269.0,2301.1,6443.72,5740.94,-1.1,561.5
CONS-031621,BLD-02636,2024,1,129681.2,4315.7,16764.43,15439.03,-1.7,598.7
CONS-031633,BLD-02637,2024,1,58775.8,1147.2,7255.72,6901.09,-2.5,546.5
CONS-031645,BLD-02638,2024,1,53531.9,1266.0,7023.99,6602.15,-1.1,544.4
CONS-031657,BLD-02639,2024,1,11670.1,390.5,1586.1,1460.5,-1.3,571.0
CONS-031669,BLD-02640,2024,1,26741.0,2163.1,4000.41,3341.33,-0.6,568.8
CONS-031681,BLD-02641,2024,1,43142.3,3661.6,6370.92,5185.42,-0.6,570.6
CONS-031693,BLD-02642,2024,1,4225.9,201.1,555.71,493.7,-2.2,583.6
CONS-031705,BLD-02643,2024,1,17572.8,662.1,2279.68,2064.49,-1.5,603.3
CONS-031717,BLD-02644,2024,1,19494.0,2414.6,3033.24,2226.38,-2.8,613.9
CONS-031729,BLD-02645,2024,1,58356.7,3506.1,8143.34,7073.05,-2.8,603.0
CONS-031741,BLD-02646,2024,1,29596.6,1838.6,3973.89,3403.57,-1.4,553.9
CONS-031753,BLD-02647,2024,1,25459.2,1128.3,3512.16,3164.36,-1.5,568.8
CONS-031765,BLD-02648,2024,1,17972.1,1133.5,2601.22,2244.91,-0.5,608.6
CONS-031777,BLD-02649,2024,1,50507.7,1431.8,6702.79,6263.92,-0.5,596.8
CONS-031789,BLD-02650,2024,1,98348.9,3125.6,12500.47,11470.49,-0.2,545.9
CONS-031801,BLD-02651,2024,1,34623.8,1570.1,4440.68,3954.82,-0.7,595.3
CONS-031813,BLD-02652,2024,1,29181.4,2149.1,4324.42,3605.25,-2.2,610.9
CONS-031825,BLD-02653,2024,1,33741.2,2354.7,4899.7,4180.48,-1.8,548.2
CONS-031837,BLD-02654,2024,1,70475.9,1661.6,9221.14,8677.12,-1.6,562.3
CONS-031849,BLD-02655,2024,1,59923.8,2174.0,8022.57,7358.77,-0.6,588.5
CONS-031861,BLD-02656,2024,1,85572.1,4873.0,12195.62,10703.12,-1.4,554.6
CONS-031873,BLD-02657,2024,1,220662.1,6108.6,27519.5,25631.38,-1.5,535.9
CONS-031885,BLD-02658,2024,1,17188.4,619.7,2343.91,2147.63,-1.1,592.5
CONS-031897,BLD-02659,2024,1,20503.6,1560.6,2819.99,2339.78,-2.9,610.0
CONS-031909,BLD-02660,2024,1,52624.1,1397.2,6592.74,6145.79,-2.7,549.7
CONS-031921,BLD-02661,2024,1,4131.8,284.6,592.53,499.82,-0.7,571.2
CONS-031933,BLD-02662,2024,1,131560.6,4085.0,17050.66,15792.16,-0.7,561.5
CONS-031945,BLD-02663,2024,1,89495.1,3807.6,11631.66,10400.91,-1.3,569.8
CONS-031957,BLD-02664,2024,1,47373.6,1625.9,5938.06,5424.05,-2.4,548.7
CONS-031969,BLD-02665,2024,1,63299.3,2610.9,8761.6,7923.32,-0.9,557.8
CONS-031981,BLD-02666,2024,1,60588.1,2684.1,7808.88,6918.6,-2.1,542.2
CONS-031993,BLD-02667,2024,1,77439.6,3352.4,9965.69,8875.15,-0.5,549.1
CONS-032005,BLD-02668,2024,1,14360.3,845.4,2050.81,1782.27,-2.2,573.4
CONS-032017,BLD-02669,2024,1,9355.1,687.1,1300.05,1083.26,-2.1,547.8
CONS-032029,BLD-02670,2024,1,80014.2,2773.8,10255.95,9401.54,-2.4,575.0
CONS-032041,BLD-02671,2024,1,43438.8,970.0,5275.34,4963.7,-0.1,582.0
CONS-032053,BLD-02672,2024,1,66351.1,3905.4,9333.21,8069.35,-2.3,601.1
CONS-032065,BLD-02673,2024,1,66393.2,2394.8,8961.14,8161.83,-1.3,584.2
CONS-032077,BLD-02674,2024,1,44167.1,1540.2,5986.15,5500.35,-1.9,610.5
CONS-032089,BLD-02675,2024,1,40585.2,686.8,4894.36,4667.64,-0.9,594.4
CONS-032101,BLD-02676,2024,1,101044.6,3272.0,13230.09,12233.52,-2.8,585.4
CONS-032113,BLD-02677,2024,1,158556.7,5807.2,21135.8,19257.52,-1.2,555.9
CONS-032125,BLD-02678,2024,1,56346.9,3100.0,7639.38,6669.22,-1.1,567.1
CONS-032137,BLD-02679,2024,1,48277.7,2062.8,6297.38,5657.62,-0.6,612.8
CONS-032149,BLD-02680,2024,1,72104.9,2225.3,9301.47,8606.8,-1.0,603.7
CONS-032161,BLD-02681,2024,1,2272.9,250.8,348.19,265.41,-1.1,544.9
CONS-032173,BLD-02682,2024,1,52151.3,2733.9,7179.69,6299.14,-0.0,580.1
CONS-032185,BLD-02683,2024,1,57935.7,1559.5,7586.63,7087.89,-2.6,576.3
CONS-032197,BLD-02684,2024,1,18211.9,1408.0,2645.72,2196.33,-2.0,574.8
CONS-032209,BLD-02685,2024,1,23493.1,1264.9,3247.1,2827.29,-1.5,566.2
CONS-032221,BLD-02686,2024,1,12810.6,1853.1,2137.14,1559.47,-2.4,563.5
CONS-032233,BLD-02687,2024,1,94797.6,2907.6,12714.8,11752.46,-0.0,591.1
CONS-032245,BLD-02688,2024,1,6992.2,784.2,1125.67,874.27,-1.5,552.8
CONS-032257,BLD-02689,2024,1,108615.8,2521.3,13443.65,12617.4,-1.4,581.5
CONS-032269,BLD-02690,2024,1,23630.3,1841.3,3505.41,2922.5,-2.2,603.4
CONS-032281,BLD-02691,2024,1,159384.3,7801.7,22203.81,19787.1,-1.7,570.2
CONS-032293,BLD-02692,2024,1,95027.2,4074.3,12350.17,10983.05,-2.5,580.8
CONS-032305,BLD-02693,2024,1,17414.0,2828.2,3089.17,2191.8,-1.8,586.5
CONS-032317,BLD-02694,2024,1,131100.1,2921.4,16357.23,15415.81,-0.5,569.8
CONS-032329,BLD-02695,2024,1,74862.4,1584.4,9805.22,9291.81,-2.6,540.2
CONS-032341,BLD-02696,2024,1,38606.7,2117.6,5328.96,4682.41,-0.2,544.6
CONS-032353,BLD-02697,2024,1,9671.5,740.7,1438.82,1210.41,-0.7,573.7
CONS-032365,BLD-02698,2024,1,60749.3,1992.8,8015.05,7359.39,-1.4,606.0
CONS-032377,BLD-02699,2024,1,23573.0,1650.9,3275.21,2726.41,-0.7,608.2
CONS-032389,BLD-02700,2024,1,183046.8,3690.0,23239.12,22036.73,-2.5,599.3
CONS-032401,BLD-02701,2024,1,63756.8,3130.9,8629.08,7612.2,-2.6,539.3
